id,price
0,798.355
1,5952.2075
2,5831.7575
3,1116.4175
4,3222.8525
5,530.2425
6,1411.8525
7,859.78
8,8718.435
9,678.065
10,618.9125
11,3809.3325
12,5692.14
13,10257.2775
14,673.0025
15,7570.518988095237
16,6446.1275
17,5376.66
18,8477.7375
19,2294.7925
20,468.5025
21,708.2975
22,3251.3475
23,2465.4875
24,998.7575
25,3104.245
26,506.515
27,1900.5325
28,1006.455
29,555.5775
30,5456.518958333332
31,6035.93
32,2378.9275
33,8605.625
34,683.4275
35,17009.35
36,749.5175
37,9813.9275
38,986.4175
39,998.1875
40,1613.99
41,4319.692083333333
42,12716.87125
43,2210.1325
44,7931.9925
45,1111.87
46,5911.1175
47,2531.6
48,1127.04
49,14573.245
50,3117.24
51,13882.476666666667
52,1335.0675
53,3159.5775
54,8634.493994047618
55,10245.595
56,1231.76
57,671.7066666666666
58,2894.5425
59,8756.3125
60,5890.46375
61,16545.918214285713
62,607.205
63,9737.295
64,4984.485
65,3309.1275
66,760.1725
67,718.555
68,9938.065
69,2539.1375
70,6973.1525
71,4427.6375
72,1724.4275
73,2817.48
74,8891.69
75,3854.3825
76,14025.6675
77,7556.3925
78,16052.5875
79,5585.4725
80,4947.5325
81,16183.495
82,5310.916785714287
83,8511.26
84,1020.875
85,2186.1425
86,2090.5725
87,3167.1325
88,9895.24
89,8688.4975
90,647.89
91,2859.045
92,4158.0375
93,744.25
94,9740.585
95,5617.51
96,5983.8125
97,1321.17
98,781.585
99,822.6375
100,2628.7975
101,17349.9975
102,4269.2225
103,1820.6525
104,829.82625
105,11218.085
106,1343.2725
107,1875.01
108,4579.09
109,7530.435
110,12916.444464285714
111,855.69
112,974.52
113,2156.7925
114,3422.475
115,1037.6125
116,566.355
117,9938.135
118,559.905
119,5161.5775
120,1728.7125
121,751.4525
122,2910.485
123,758.9325
124,13414.4
125,3452.34
126,5770.8975
127,6536.268333333333
128,2601.23
129,4069.2
130,544.0075
131,7120.9125
132,3334.4525
133,11957.99625
134,1480.99
135,9990.9175
136,3600.675
137,3956.7425
138,713.76
139,4087.785
140,6842.58
141,8198.38
142,3424.6225
143,940.2933333333333
144,1113.29875
145,7744.6975
146,1062.7825
147,508.14916666666664
148,3335.0075
149,8263.62
150,5103.03
151,5121.05
152,1279.1075
153,5499.13
154,2188.1475
155,5043.405
156,6884.4625
157,513.4
158,9711.7525
159,16359.1
160,1922.8425
161,5191.9725
162,10555.2225
163,1000.185
164,430.15
165,6429.33
166,813.675
167,878.29
168,1574.6475
169,3542.82
170,1312.645
171,11649.64875
172,969.0375
173,12491.9375
174,2226.106875
175,2685.03
176,6552.18
177,788.105
178,3435.7275
179,2494.0325
180,6971.8625
181,7109.28
182,3184.3025
183,1040.0225
184,2419.7983333333336
185,1760.7575
186,15227.3225
187,1206.0975
188,1722.71
189,986.785
190,2840.25
191,6791.725
192,808.6225
193,3672.335
194,2842.67
195,6097.85
196,1958.685
197,959.6275
198,4276.137642857142
199,2159.6525
200,980.2325
201,3797.335
202,738.4925
203,1204.1075
204,2879.905
205,7299.075
206,17638.3225
207,10336.61
208,3298.45
209,740.4125
210,2417.23
211,8643.78
212,883.2675
213,6651.815
214,851.295
215,1017.495
216,1790.1275
217,5835.2525
218,831.8725
219,4390.54
220,11038.5625
221,629.54
222,432.395
223,3503.2245000000003
224,4654.8525
225,5534.7125
226,2325.057416666667
227,541.0575
228,6132.055
229,12104.9675
230,3704.7025
231,1626.2725
232,2571.7425
233,7423.4475
234,4085.985
235,8005.5425
236,679.165
237,1158.605
238,636.0075
239,13423.805
240,4068.925
241,1058.4625
242,1198.385
243,10669.935
244,609.3
245,1809.8875
246,6684.575
247,8743.135
248,6053.887777777778
249,760.3875
250,3432.1775
251,5441.9375
252,13998.1825
253,1090.0575
254,2568.4325
255,5732.295833333333
256,6109.815
257,1790.8775
258,1675.19
259,960.8223333333334
260,6496.4225
261,4918.9525
262,3126.2025
263,773.09
264,3799.8875
265,3472.795
266,547.4675
267,4985.5775
268,9015.85
269,2755.25
270,5598.375
271,4550.83
272,1060.95
273,861.725
274,4930.465
275,675.85
276,4333.8625
277,5627.568541666667
278,17228.7475
279,5491.39
280,3791.4225
281,6699.115
282,1008.5925
283,2649.445
284,5655.335
285,4692.67
286,6443.296875
287,4964.675
288,915.7025
289,2802.745
290,1406.155
291,869.495
292,503.315
293,1236.7635416666665
294,4527.6725
295,2163.2425
296,1610.185
297,4660.21
298,5692.54
299,1919.305
300,5395.01
301,5315.665
302,2138.09
303,12215.622083333332
304,1006.465
305,2517.38
306,982.07
307,806.9975
308,6278.64
309,2131.9075
310,784.0175
311,866.3325
312,622.3525
313,12786.19
314,465.265
315,5170.9425
316,924.84
317,11897.696666666665
318,2437.447625
319,897.38
320,647.2525
321,9763.1975
322,1102.09
323,7004.33
324,686.0275
325,5025.04
326,625.5575
327,4575.885
328,992.14
329,5715.2575
330,731.5075
331,680.185
332,13689.5375
333,4844.7325
334,724.2
335,5072.735
336,6194.31
337,3716.8825
338,2187.58
339,3903.285
340,16018.69
341,612.22
342,1560.9775
343,5683.435833333333
344,3097.48
345,7304.558333333333
346,11618.2025
347,852.1775
348,3653.0825
349,3999.11
350,6964.19
351,1493.51
352,1035.2325
353,3576.45
354,15436.2925
355,1727.575
356,6393.398666666667
357,814.8025
358,1471.07
359,3944.3875
360,2766.765
361,4139.645
362,5131.671666666667
363,6789.3925
364,4656.3
365,3971.435
366,4034.5925
367,14617.63
368,656.8
369,6942.03
370,11880.79
371,2184.21
372,1640.2625
373,16460.01
374,1739.175
375,4681.6075
376,2498.755
377,3418.76
378,1310.8127083333331
379,8834.4375
380,1590.685
381,5186.15
382,2578.8811249999994
383,2733.5675
384,3986.2125
385,1745.7325
386,11746.9275
387,1868.605
388,2499.6675
389,17099.68
390,2386.5233333333335
391,814.6425
392,1921.7
393,1906.315
394,589.41
395,494.9775
396,415.085
397,2309.2125
398,640.005
399,1312.9645833333332
400,1050.715
401,5733.86
402,4484.0925
403,425.9675
